year	statecode	p5	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p85	p90	p95	intra_dummy
1980	"Iowa"	4.043051	5.966147	7.109879	8.006368	8.369621	8.699514	8.948976	9.146015	9.229554	9.336267	9.433484	9.548526	9.62245	9.69892	9.798682	9.904737	10.01458	10.14298	10.33527	0
1981	"Iowa"	4.828314	6.55108	7.446585	8.044306	8.441392	8.716044	8.942722	9.164296	9.292012	9.400961	9.510445	9.596962	9.680344	9.772809	9.853193	9.916059	10.04395	10.16589	10.42085	0
1982	"Iowa"	5.164786	7.003066	8.006368	8.374476	8.635509	8.860073	9.071078	9.21034	9.305651	9.423838	9.555701	9.680344	9.770242	9.852563	9.933046	10.04077	10.13162	10.26813	10.512	0
1983	"Iowa"	5.442418	6.913737	7.696213	8.318742	8.613231	8.853665	8.987197	9.159258	9.298992	9.411484	9.548811	9.680344	9.779906	9.857444	9.942708	10.04342	10.1346	10.27925	10.50232	0
1984	"Iowa"	5.78996	7.084227	7.904704	8.299037	8.584852	8.756997	9.021235	9.167538	9.293026	9.44288	9.552155	9.673068	9.769957	9.856133	9.952802	10.03509	10.1386	10.32738	10.56424	0
1985	"Iowa"	5.703783	7.313221	8.006368	8.389359	8.648221	8.839276	9.031214	9.228573	9.370757	9.480444	9.62905	9.740969	9.81192	9.903487	10.00852	10.1471	10.25115	10.36401	10.67295	0
1986	"Iowa"	5.075174	7.100027	8.014005	8.383662	8.662159	8.881836	9.166389	9.29026	9.407961	9.501815	9.589461	9.725079	9.820106	9.904287	10.00061	10.12427	10.2276	10.37477	10.62025	0
1987	"Iowa"	5.924256	7.24065	7.998672	8.481566	8.699514	8.94233	9.21034	9.332558	9.472705	9.588708	9.688622	9.798127	9.883489	9.96726	10.06569	10.14239	10.26639	10.41481	10.60411	0
1988	"Iowa"	6.558198	7.851661	8.304742	8.575462	8.86785	9.089867	9.223454	9.367344	9.511186	9.615806	9.731453	9.811646	9.884814	10.00098	10.08997	10.21753	10.31228	10.4422	10.62454	0
1989	"Iowa"	6.028278	7.836765	8.468633	8.716044	9.053686	9.212837	9.364434	9.468156	9.615806	9.729135	9.811263	9.908475	9.998797	10.08706	10.16816	10.25976	10.33764	10.50405	10.74322	0
1990	"Iowa"	5.991465	7.835184	8.486734	8.78048	9.023408	9.217415	9.394327	9.547098	9.62245	9.720165	9.82612	9.914922	10.00333	10.08581	10.15979	10.29001	10.40457	10.50419	10.71885	0
1991	"Iowa"	6.932448	7.937375	8.455317	8.779557	9.039315	9.247347	9.406401	9.576718	9.715772	9.798127	9.868586	9.966086	10.05681	10.13361	10.23243	10.31629	10.42946	10.56911	10.78062	0
1992	"Iowa"	7.28756	8.216088	8.565984	8.948976	9.21034	9.327056	9.47861	9.582249	9.680344	9.798182	9.914922	10.00785	10.08581	10.17351	10.25192	10.35472	10.46325	10.60535	10.76722	0
1993	"Iowa"	7.146772	8.397283	8.603371	8.977146	9.21034	9.350102	9.476543	9.621124	9.720165	9.803667	9.903487	9.989665	10.12683	10.20544	10.29279	10.37661	10.50592	10.64542	10.81978	0
1994	"Iowa"	6.907755	8.287025	8.600615	8.998384	9.225229	9.434843	9.580523	9.686575	9.809176	9.903487	9.976924	10.08789	10.20548	10.28045	10.35854	10.43462	10.58061	10.71885	10.89674	0
1995	"Iowa"	7.596392	8.537975	8.853665	9.173676	9.420358	9.581903	9.700943	9.799237	9.907579	10.02362	10.12707	10.18678	10.24285	10.31082	10.42928	10.50687	10.65018	10.82783	11.00378	0
1996	"Iowa"	6.907755	8.452974	8.821733	9.21034	9.401952	9.581766	9.682529	9.798127	9.888222	9.952278	10.06714	10.12759	10.2348	10.34406	10.46339	10.54579	10.66432	10.80385	11.05113	0
1997	"Iowa"	7.943073	8.685246	9.126307	9.305651	9.505991	9.687816	9.798127	9.865267	9.952849	10.04325	10.12663	10.19466	10.28722	10.36401	10.44697	10.52541	10.63996	10.82622	11.05879	0
1998	"Iowa"	7.601902	8.695004	9.10498	9.392662	9.547883	9.680344	9.808352	9.905885	9.998797	10.10643	10.16585	10.23996	10.30912	10.37985	10.46325	10.58134	10.71442	10.84632	11.16836	0
1999	"Iowa"	7.601402	8.517193	8.987197	9.335739	9.615806	9.797294	9.903487	9.952754	10.04577	10.10847	10.20422	10.30909	10.40578	10.4857	10.57145	10.65136	10.78249	10.99692	11.17777	1
2000	"Iowa"	8.008698	8.78661	9.190138	9.417355	9.622252	9.799293	9.942948	10.01824	10.12863	10.20437	10.29546	10.34695	10.44871	10.58406	10.64916	10.7413	10.82628	10.94979	11.24655	1
2001	"Iowa"	8.006368	8.881836	9.214232	9.473474	9.655026	9.798127	9.904737	10.01539	10.12671	10.20478	10.30995	10.40426	10.49127	10.59663	10.66896	10.7701	10.87805	11.08214	11.36678	1
1977	"Kansas"	6.39693	7.377759	7.774856	8.045588	8.353025	8.556414	8.748305	8.881836	9.033245	9.107754	9.214333	9.332558	9.415728	9.526245	9.615806	9.687816	9.801067	9.92818	10.17351	0
1978	"Kansas"	6.173786	7.293018	7.860185	8.188689	8.38206	8.541691	8.704502	8.86785	9.045348	9.113278	9.21084	9.305651	9.392662	9.478151	9.615806	9.692766	9.852194	9.967119	10.15735	0
1979	"Kansas"	5.298317	6.856462	7.600903	8.050065	8.411833	8.699514	8.843616	8.987197	9.10498	9.190138	9.296518	9.392662	9.476543	9.553718	9.661416	9.784929	9.903487	9.998797	10.25766	0
1980	"Kansas"	5.720312	7.251345	7.955074	8.302514	8.612503	8.797851	8.99094	9.11471	9.21034	9.305651	9.393162	9.468851	9.568015	9.649176	9.741851	9.852405	9.944294	10.09696	10.37349	0
1981	"Kansas"	5.652489	7.211557	7.937375	8.296547	8.570734	8.781248	8.993427	9.169831	9.287301	9.394077	9.50718	9.617138	9.697324	9.784986	9.852457	9.952278	10.07289	10.20359	10.389	0
1982	"Kansas"	5.669881	7.044033	7.740664	8.268732	8.517193	8.808369	8.982435	9.108418	9.263881	9.393744	9.516574	9.630563	9.740969	9.801953	9.904737	9.998797	10.12703	10.25854	10.40432	0
1983	"Kansas"	5.433722	6.802395	7.712891	8.19809	8.520388	8.886685	9.148465	9.25913	9.370757	9.472705	9.582317	9.638871	9.762788	9.8755	9.960057	10.04559	10.14683	10.31725	10.58656	0
1984	"Kansas"	5.420535	7.090077	7.886081	8.273847	8.58373	8.853665	9.133135	9.291921	9.397484	9.546813	9.627207	9.740969	9.81192	9.903487	9.998797	10.09204	10.22557	10.3242	10.49336	0
1985	"Kansas"	5.843544	7.51043	8.101678	8.558719	8.899458	9.14889	9.305651	9.433484	9.548596	9.669725	9.746132	9.853772	9.957028	10.05505	10.1382	10.24356	10.33456	10.4631	10.68643	0
1986	"Kansas"	6.131227	7.435438	8.160519	8.604288	8.885303	9.159574	9.305651	9.413281	9.588777	9.71758	9.801012	9.904837	10.04325	10.12723	10.20478	10.30895	10.40487	10.55592	10.77248	0
1987	"Kansas"	5.855072	7.313221	8.094073	8.677269	8.855236	9.131514	9.276128	9.444385	9.587337	9.689737	9.803667	9.935277	10.04594	10.12663	10.21647	10.29648	10.38976	10.52541	10.71506	1
1988	"Kansas"	6.061457	7.600903	8.216088	8.565793	8.945593	9.148465	9.305741	9.461099	9.550378	9.695848	9.798127	9.915416	10.01324	10.10029	10.20259	10.30742	10.37848	10.55124	10.76638	1
1989	"Kansas"	6.552508	7.824046	8.518192	8.947416	9.159047	9.30928	9.464439	9.613469	9.729848	9.820323	9.910959	10.00785	10.09679	10.16585	10.28708	10.34589	10.46829	10.58946	10.84508	1
1990	"Kansas"	6.907755	7.927324	8.517193	8.85438	9.079548	9.249561	9.463198	9.615806	9.720225	9.825526	9.903737	10.00374	10.12663	10.19043	10.30895	10.3959	10.52137	10.71413	11.01287	1
1991	"Kansas"	6.817831	8.006368	8.584852	8.865735	9.173054	9.392662	9.513625	9.661416	9.764226	9.85272	9.975808	10.09204	10.15226	10.24082	10.33657	10.43647	10.54631	10.71553	10.94641	1
1992	"Kansas"	6.721426	8.276395	8.707813	8.987822	9.253879	9.409273	9.55393	9.688002	9.798405	9.903487	9.993603	10.08581	10.16585	10.25861	10.34625	10.46393	10.58762	10.71996	11.02679	1
1993	"Kansas"	6.736967	8.216088	8.582419	8.888757	9.174091	9.384294	9.54717	9.689675	9.799903	9.903538	9.998889	10.06488	10.16585	10.27633	10.37505	10.48156	10.61152	10.74686	10.9682	1
1994	"Kansas"	6.907755	8.188689	8.626944	8.987197	9.230143	9.425451	9.616472	9.741851	9.852194	9.942708	10.02127	10.1186	10.20618	10.29384	10.40426	10.49858	10.60911	10.73803	11.01131	1
1995	"Kansas"	6.597146	8.022897	8.612503	8.971703	9.190648	9.405085	9.595807	9.687816	9.820214	9.921573	10.04364	10.13361	10.23996	10.30895	10.40671	10.49764	10.60906	10.7579	11.0357	1
1996	"Kansas"	7.130899	8.517393	8.853665	9.159047	9.372459	9.489637	9.661161	9.814656	9.945924	10.06476	10.13309	10.20935	10.30895	10.37427	10.4787	10.59538	10.68547	10.84885	11.14908	1
1997	"Kansas"	7.313221	8.480529	8.877242	9.125872	9.341369	9.551587	9.686077	9.827147	9.95437	10.08581	10.16839	10.27849	10.34913	10.45858	10.55883	10.66996	10.80981	11.02639	11.31012	1
1998	"Kansas"	7.469654	8.465899	8.987197	9.220291	9.448412	9.615806	9.767152	9.903538	9.998797	10.12963	10.23996	10.31725	10.40729	10.51962	10.59663	10.73666	10.87805	11.03247	11.34923	1
1999	"Kansas"	7.336286	8.497194	9.096948	9.392662	9.568015	9.736252	9.903888	10.00906	10.1144	10.17351	10.26291	10.34335	10.4631	10.54006	10.60906	10.74624	10.859	11.00215	11.32692	1
2000	"Kansas"	7.740664	8.60557	9.030256	9.392662	9.5636	9.695848	9.809562	9.961757	10.069	10.16685	10.26952	10.34817	10.46253	10.53569	10.65164	10.77304	10.88369	11.02517	11.29023	1
2001	"Kansas"	8.130354	8.854522	9.297894	9.546813	9.719564	9.864747	9.952278	10.08581	10.16708	10.25878	10.31566	10.42198	10.50676	10.6145	10.72465	10.84281	11.0035	11.18962	11.40032	1
1977	"Kentucky"	6.22059	7.258412	7.671361	8.006368	8.294049	8.517193	8.689465	8.783855	8.964439	9.035987	9.126959	9.21034	9.271436	9.392662	9.47884	9.561701	9.703328	9.806426	9.998797	0
1978	"Kentucky"	6.55108	7.272398	7.740664	8.131531	8.327726	8.556414	8.740657	8.855093	8.987197	9.10498	9.21034	9.29321	9.387063	9.472705	9.588777	9.69892	9.798127	9.903487	10.1007	0
1979	"Kentucky"	5.298317	7.090077	7.614805	8.006368	8.294049	8.575462	8.779557	8.945854	9.024011	9.158942	9.257224	9.352795	9.433884	9.546813	9.619133	9.740969	9.878221	10.03175	10.19208	0
1980	"Kentucky"	4.955827	6.818924	7.600903	7.919356	8.252446	8.527143	8.751158	8.973478	9.10498	9.218308	9.322598	9.433644	9.522959	9.615806	9.714142	9.852194	9.942708	10.08614	10.27505	0
1981	"Kentucky"	5.703783	7.206378	7.740664	8.022897	8.313852	8.54091	8.78722	8.987197	9.129347	9.264355	9.392662	9.474626	9.615806	9.704793	9.798127	9.905785	10.02571	10.16604	10.39971	0
1982	"Kentucky"	5.981414	7.090077	7.813591	8.152198	8.476371	8.647344	8.881836	9.047821	9.215328	9.320091	9.449908	9.551942	9.668398	9.803667	9.903487	9.99898	10.12663	10.23099	10.4631	0
1983	"Kentucky"	5.192957	7.17012	8.048788	8.326517	8.699514	8.853665	8.994669	9.21034	9.27491	9.395989	9.497397	9.609787	9.680344	9.784704	9.874059	9.986357	10.12863	10.24352	10.40729	0
1984	"Kentucky"	5.164786	6.908755	7.740664	8.211755	8.517193	8.79936	8.954803	9.123693	9.220291	9.367344	9.474011	9.615806	9.740969	9.814656	9.908475	10.04325	10.17176	10.30895	10.57388	0
1985	"Kentucky"	5.834811	7.143618	7.803843	8.255829	8.513186	8.744806	8.969542	9.10498	9.25913	9.391495	9.471165	9.615806	9.746249	9.883285	9.994242	10.09411	10.20359	10.37349	10.59913	0
1986	"Kentucky"	6.052089	7.277938	7.811974	8.275631	8.49699	8.853665	9.011889	9.185227	9.311994	9.442245	9.550378	9.680344	9.812687	9.907331	10.02473	10.12803	10.22557	10.32121	10.61179	0
1987	"Kentucky"	5.521461	7.432484	7.869784	8.289289	8.699514	8.938663	9.139596	9.25913	9.392662	9.480368	9.615806	9.680344	9.798127	9.903487	9.998797	10.12663	10.23996	10.38115	10.57234	0
1988	"Kentucky"	5.703783	7.20786	7.941651	8.28778	8.594154	8.86785	9.121837	9.307104	9.40253	9.511481	9.615806	9.769728	9.867135	9.953278	10.08004	10.20359	10.29292	10.42421	10.66317	0
1989	"Kentucky"	6.234411	7.447168	8.107118	8.441823	8.732305	8.922658	9.169518	9.305651	9.444464	9.605418	9.717218	9.816295	9.95608	10.07247	10.13492	10.26938	10.35841	10.4631	10.6216	0
1990	"Kentucky"	6.907755	7.740664	8.216088	8.601351	8.876823	9.159047	9.305651	9.424403	9.534595	9.618336	9.782731	9.903737	9.998797	10.12663	10.20359	10.30899	10.39757	10.51553	10.77687	1
1991	"Kentucky"	6.927558	8.006368	8.425297	8.658692	8.869398	9.144094	9.305651	9.39682	9.546813	9.624633	9.799958	9.942708	10.06505	10.15666	10.27505	10.35408	10.49127	10.6478	10.86123	1
1992	"Kentucky"	6.946976	7.763021	8.423981	8.699514	8.987197	9.21034	9.350102	9.49552	9.616939	9.765202	9.852194	9.975808	10.12663	10.24174	10.32082	10.43412	10.51189	10.64742	10.859	1
1993	"Kentucky"	7.226936	8.055158	8.50512	8.699514	8.987197	9.21034	9.305651	9.433564	9.615806	9.76273	9.87817	9.998797	10.0888	10.20581	10.31328	10.46216	10.55203	10.71442	10.96889	1
1994	"Kentucky"	6.880384	7.999343	8.34284	8.588583	8.910181	9.10498	9.257224	9.510667	9.67596	9.798127	9.908475	10.03096	10.12663	10.20359	10.31228	10.43752	10.54713	10.76739	11.0365	1
1995	"Kentucky"	7.199678	7.87093	8.354674	8.75621	8.983439	9.1442	9.350102	9.517825	9.658226	9.753362	9.87781	9.998797	10.12663	10.24174	10.37412	10.4688	10.56375	10.74097	11.10646	1
1996	"Kentucky"	6.699501	8.006368	8.594154	8.839276	9.10498	9.262174	9.473243	9.615806	9.742496	9.853036	9.957028	10.09076	10.16823	10.31228	10.44261	10.54624	10.6691	10.82983	11.08675	1
1997	"Kentucky"	7.377759	8.185629	8.637639	8.892886	9.21034	9.392662	9.567875	9.655026	9.798127	9.922457	10.08602	10.16585	10.28107	10.34789	10.4631	10.60038	10.70086	10.83269	11.04612	1
1998	"Kentucky"	7.495542	8.413609	8.724207	9.031214	9.305651	9.517015	9.681094	9.804827	9.921573	10.04325	10.13523	10.2138	10.30895	10.38103	10.47729	10.59713	10.71586	10.92552	11.21214	1
1999	"Kentucky"	7.32449	8.543056	8.818778	9.185022	9.392662	9.576649	9.686699	9.852405	9.963171	10.08581	10.14855	10.26813	10.35523	10.4631	10.54426	10.64514	10.78	10.942	11.26339	1
2000	"Kentucky"	7.331715	8.635332	8.989195	9.22296	9.401704	9.585209	9.705402	9.893437	9.999525	10.10969	10.20359	10.29255	10.35584	10.4631	10.55179	10.69195	10.82552	11.01863	11.31452	1
2001	"Kentucky"	7.724888	8.699514	8.949495	9.265396	9.413527	9.615806	9.798127	9.903487	9.998797	10.12823	10.23996	10.30895	10.39041	10.48567	10.59663	10.7352	10.86857	11.06726	11.35136	1
1977	"Louisiana"	6.39693	7.17012	7.577122	7.783224	8.006368	8.322638	8.517193	8.716044	8.859648	8.987197	9.093806	9.21034	9.305651	9.395658	9.510445	9.615806	9.722625	9.839748	10.097	0
1978	"Louisiana"	7.165493	7.637716	8.006368	8.249837	8.497807	8.607399	8.779557	8.939188	9.10498	9.21034	9.305651	9.392662	9.473551	9.581283	9.657395	9.741262	9.825526	9.933046	10.19616	0
1979	"Louisiana"	6.35437	7.543273	7.845025	8.147867	8.418477	8.612322	8.79103	8.922658	9.054388	9.174817	9.300638	9.392662	9.472705	9.612534	9.684087	9.809067	9.917391	10.04412	10.25274	0
1980	"Louisiana"	5.010635	6.907755	7.638198	8.006368	8.371011	8.575462	8.718009	8.875707	9.011889	9.17378	9.304559	9.394743	9.48638	9.594582	9.741262	9.852194	9.956791	10.09411	10.3429	0
1981	"Louisiana"	5.298317	6.907755	7.773594	8.087948	8.458504	8.699514	8.900003	9.075665	9.206031	9.3147	9.403437	9.52369	9.649563	9.747652	9.85272	9.952278	10.09307	10.2285	10.4357	0
1982	"Louisiana"	5.298317	7.090077	7.754053	8.108924	8.348775	8.657651	8.939843	9.105979	9.270965	9.392662	9.472705	9.561842	9.648595	9.786954	9.903487	9.999933	10.12663	10.23312	10.46387	0
1983	"Louisiana"	6.39693	7.377759	8.006368	8.204125	8.517193	8.748305	8.960853	9.180293	9.287301	9.403685	9.546813	9.662689	9.767553	9.854087	9.971147	10.12663	10.24263	10.38254	10.60185	0
1984	"Louisiana"	5.129899	6.907755	7.694848	8.137396	8.465899	8.702843	8.961879	9.131189	9.310185	9.407058	9.586033	9.680656	9.803667	9.913487	10.0064	10.12803	10.26099	10.42641	10.66919	0
1985	"Louisiana"	5.749393	7.155396	7.824046	8.312626	8.588211	8.853665	9.026418	9.179984	9.307285	9.4572	9.601707	9.720285	9.852194	9.950896	10.08689	10.20817	10.31394	10.46367	10.74936	0
1986	"Louisiana"	5.521461	6.879356	7.696213	8.281218	8.556414	8.834774	9.047351	9.21034	9.357898	9.547883	9.648595	9.770242	9.888374	10.01333	10.12687	10.22919	10.32259	10.49266	10.77937	0
1987	"Louisiana"	5.857933	7.203405	7.914252	8.236156	8.517193	8.79179	8.993676	9.212338	9.392662	9.548526	9.68732	9.809176	9.966462	10.08664	10.17351	10.28868	10.42228	10.59788	10.87918	0
1988	"Louisiana"	5.521461	7.41216	8.006368	8.290042	8.575462	8.892474	9.053452	9.215328	9.392662	9.546813	9.667766	9.750395	9.905985	9.998797	10.11233	10.28062	10.40153	10.59666	10.80202	1
1989	"Louisiana"	5.926926	7.234177	7.824046	8.239594	8.517193	8.716044	9.10498	9.250042	9.369052	9.437078	9.615806	9.740969	9.857444	9.987369	10.11257	10.23308	10.36672	10.5321	10.84252	1
1990	"Louisiana"	5.796058	7.297091	7.975221	8.326033	8.556414	8.874308	9.068777	9.249561	9.426338	9.547027	9.63724	9.782167	9.921966	10.0891	10.22908	10.32548	10.46667	10.62619	10.89831	1
1991	"Louisiana"	6.306275	7.229839	7.864804	8.455317	8.699514	8.935904	9.13777	9.328923	9.449357	9.548596	9.740969	9.860997	10.00505	10.14132	10.30374	10.39849	10.5167	10.65749	10.925	1
1992	"Louisiana"	6.774224	7.783224	8.180321	8.607765	8.944028	9.21034	9.350102	9.472705	9.55393	9.680344	9.81181	9.910959	10.0055	10.16585	10.26116	10.37083	10.49427	10.64192	10.89674	1
1993	"Louisiana"	6.908755	7.754481	8.174985	8.665613	8.974618	9.21034	9.287301	9.409191	9.591513	9.725556	9.852247	9.952278	10.1146	10.20359	10.29215	10.37947	10.50232	10.69195	10.88087	1
1994	"Louisiana"	6.224558	7.624619	8.167636	8.555644	8.788746	8.987197	9.20029	9.367344	9.546813	9.667766	9.849559	9.98253	10.08581	10.16892	10.25776	10.398	10.54933	10.76722	11.00377	1
1995	"Louisiana"	7.244227	7.935945	8.561019	8.824677	9.128696	9.279866	9.411729	9.586033	9.70345	9.837348	9.951087	10.08581	10.16589	10.27505	10.35456	10.46798	10.59663	10.78363	11.1203	1
1996	"Louisiana"	7.41216	8.188689	8.631771	8.89563	9.139059	9.305651	9.407551	9.560997	9.680344	9.798349	9.92818	10.00333	10.12663	10.21365	10.30895	10.4631	10.59771	10.77979	11.01904	1
1997	"Louisiana"	7.390182	8.351139	8.732305	8.987197	9.230143	9.392662	9.554498	9.686575	9.854822	9.92329	10.04325	10.13114	10.23638	10.34258	10.45242	10.5456	10.66177	10.81948	11.13358	1
1998	"Louisiana"	7.731931	8.517193	8.853665	9.112838	9.305651	9.474549	9.680344	9.803722	9.904687	9.998797	10.12663	10.21251	10.31586	10.44871	10.54666	10.69195	10.80021	10.96301	11.22791	1
1999	"Louisiana"	7.292337	8.313852	8.81195	9.169518	9.367344	9.560997	9.740969	9.885833	9.980449	10.08581	10.17229	10.26813	10.36898	10.4631	10.54555	10.63354	10.73651	10.92822	11.18697	1
2000	"Louisiana"	7.110696	8.476371	8.738735	9.169518	9.392662	9.586033	9.740969	9.857496	10.00428	10.12037	10.20518	10.29688	10.37296	10.4631	10.55448	10.6379	10.76846	11.0104	11.31693	1
2001	"Louisiana"	7.783224	8.658692	8.988446	9.221379	9.425451	9.568924	9.742673	9.903487	9.999162	10.12663	10.20821	10.30895	10.38607	10.4631	10.54797	10.67272	10.82508	11.0021	11.3022	1
1977	"Maine"	6.779922	7.352441	7.73587	8.06054	8.274102	8.491876	8.626944	8.7167	8.828787	8.923724	8.999619	9.089302	9.209641	9.271811	9.392662	9.489486	9.60103	9.752665	10.00016	1
1978	"Maine"	6.731018	7.495542	7.8018	8.070906	8.346405	8.48797	8.665613	8.764678	8.84087	8.935904	9.011889	9.10498	9.19766	9.2399	9.383705	9.477386	9.626152	9.798182	9.945109	1
1979	"Maine"	5.662961	7.415175	7.905442	8.174703	8.333751	8.523771	8.699514	8.802672	8.922658	9.047821	9.200996	9.253783	9.355911	9.411647	9.511186	9.619532	9.700147	9.842675	10.13416	1
1980	"Maine"	4.60517	6.309918	7.600903	7.997999	8.265907	8.542861	8.748305	8.922658	9.024011	9.116249	9.217813	9.280053	9.378817	9.472781	9.586857	9.674074	9.803944	9.91591	10.10643	1
1981	"Maine"	5.298317	7.279319	8.006034	8.268989	8.612503	8.748622	8.904222	9.018454	9.132054	9.222072	9.309009	9.391578	9.474703	9.5754	9.655026	9.755568	9.878939	9.998797	10.20651	1
1982	"Maine"	5.703783	7.313221	8.006368	8.324821	8.544808	8.794825	8.925588	9.035987	9.122602	9.210441	9.30792	9.394327	9.472089	9.557328	9.67903	9.82347	9.917587	10.04325	10.28637	1
1983	"Maine"	6.100319	7.36834	8.060856	8.411833	8.612503	8.821733	8.987197	9.076809	9.21034	9.295784	9.399637	9.489562	9.615072	9.687878	9.799515	9.900383	10.03889	10.17732	10.42762	1
1984	"Maine"	5.521461	7.313221	8.101678	8.410943	8.626586	8.824237	8.987197	9.11052	9.22375	9.350798	9.43628	9.521495	9.617071	9.735069	9.825958	9.952278	10.08789	10.26469	10.45233	1
1985	"Maine"	5.209486	7.118016	8.070906	8.411833	8.693161	8.903	9.10498	9.226017	9.371609	9.446597	9.589804	9.648788	9.76296	9.853509	9.938469	10.08581	10.17732	10.31228	10.5211	1
1986	"Maine"	6.224558	7.783224	8.216628	8.540714	8.853665	9.05357	9.179881	9.25913	9.392662	9.466455	9.573246	9.648595	9.743378	9.838896	9.928131	10.06921	10.15456	10.30895	10.5052	1
1987	"Maine"	6.802395	7.822044	8.165079	8.563313	8.8663	9.10498	9.246962	9.392912	9.49552	9.599473	9.711479	9.803667	9.903487	9.952278	10.06386	10.15234	10.25414	10.40547	10.72828	1
1988	"Maine"	5.991465	7.46451	8.242756	8.594154	8.881836	9.119868	9.253974	9.392662	9.546813	9.618934	9.740969	9.829303	9.935277	10.04325	10.14447	10.24174	10.32548	10.48988	10.71442	1
1989	"Maine"	6.759255	7.765145	8.434681	8.699514	9.030855	9.21034	9.3147	9.478916	9.574984	9.711782	9.800346	9.903988	9.992139	10.11107	10.17827	10.31095	10.43412	10.59901	10.76781	1
1990	"Maine"	6.689599	7.982416	8.523175	8.797851	8.999619	9.21034	9.392662	9.50017	9.636653	9.727049	9.815475	9.917834	10.0246	10.12599	10.20293	10.30895	10.44436	10.62978	10.91776	1
1991	"Maine"	7.600903	8.294049	8.61577	8.899458	9.129672	9.29606	9.420844	9.595603	9.718001	9.830916	9.927107	9.998797	10.09634	10.167	10.25502	10.35555	10.46522	10.59663	10.8058	1
1992	"Maine"	7.377759	8.268732	8.679992	8.976894	9.190138	9.305651	9.443751	9.572271	9.688622	9.798127	9.87858	9.962417	10.04377	10.12663	10.1966	10.29806	10.41181	10.57132	10.859	1
